x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.179744664220422	0.806476384351236	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.712019888399157	0.353930096544114	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.144787980111601	0.813511946337128	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.140445534880691	0.763475582822376	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.629947673534967	0.383877884108223	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.201565451505743	0.792157098440446	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.106357339818052	0.863679421442933	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.149456108734829	0.887203501112719	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.145439346896237	0.784109506985075	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.170408406973967	0.70149324321166	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.0848622359250494	0.791879293880856	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.116236402718371	0.810223515620122	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.235653646568383	0.670479461407265	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.14435373558851	0.85820693764253	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.608561130772738	0.444594711840095	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.0965868380485051	0.758182094846277	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.237499185791519	0.786645471179526	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.499131510953818	0.371615720059348	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.565570922986734	0.466074210756677	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.143485246542328	0.851915481440053	Bermuda	Bermuda	North America	Bermuda	Bermuda	3
0.189840849382287	0.830909884419243	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.357242113033849	0.635760352029682	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.177790563866513	0.742110854052164	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.154558481881147	0.774116903578979	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.26963328050025	0.638511795273774	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.281032199231387	0.413609052521898	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.0846451136635039	0.700378984704522	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.292431117962525	0.788969376626711	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.120470286818508	0.878652745174591	Canada	Canada	North America	Canada	Canada	3
0.649054432550969	0.359777293471407	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
0.505645178800182	0.31857823122711	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	Central African Republic	3
0.468734394337451	0.485568414161223	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	Congo, Rep.	3
0.107442951125779	0.893360045388174	Switzerland	Switzerland	Europe & Central Asia (all income levels)	Switzerland	Switzerland	3
0.480676118722453	0.431200427705012	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	Cote d'Ivoire	3
0.16378617799683	0.84721408580847	Chile	Chile	Latin America & Caribbean (all income levels)	Chile	Chile	3
0.475139501053043	0.397495627998488	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	Cameroon	3
0.134366111557418	0.752110678096608	China	China	East Asia & Pacific (all income levels)	China	China	3
0.224254727837245	0.75380068750358	Colombia	Colombia	Latin America & Caribbean (all income levels)	Colombia	Colombia	3
0.177682002735741	0.851721284271857	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	Costa Rica	3
0.12372712074169	0.837993330638389	Cuba	Cuba	Latin America & Caribbean (all income levels)	Cuba	Cuba	3
0.268004863538659	0.751632975864865	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	Cape Verde	3
0.119276114380007	0.851872537643563	Cyprus	Cyprus	Europe & Central Asia (all income levels)	Cyprus	Cyprus	3
0.0922443928175956	0.810588727907081	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	Czech Republic	Czech Republic	3
0.0987580606639599	0.85744687044803	Germany	Germany	Europe & Central Asia (all income levels)	Germany	Germany	3
0.410871311635582	0.493128042477723	Djibouti	Djibouti	Middle East & North Africa (all income levels)	Djibouti	Djibouti	3
0.148696180819419	0.840497372010671	Denmark	Denmark	Europe & Central Asia (all income levels)	Denmark	Denmark	3
0.252046377315066	0.750636147739278	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	Dominican Republic	Dominican Republic	3
0.218392426775517	0.743927794680617	Algeria	Algeria	Middle East & North Africa (all income levels)	Algeria	Algeria	3
0.245315587207156	0.791500020350799	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	Ecuador	Ecuador	3
0.116127841587598	0.758296104925452	Estonia	Estonia	Europe & Central Asia (all income levels)	Estonia	Estonia	3
0.277775365308205	0.74209755287626	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	Egypt, Arab Rep.	Egypt, Arab Rep.	3
0.488601081268862	0.541652252309017	Eritrea	Eritrea	Sub-Saharan Africa (all income levels)	Eritrea	Eritrea	3
0.0987580606639599	0.87675257718834	Spain	Spain	Europe & Central Asia (all income levels)	Spain	Spain	3
0.505970862192501	0.486998860621273	Ethiopia	Ethiopia	Sub-Saharan Africa (all income levels)	Ethiopia	Ethiopia	3
0.148696180819419	0.855660712540953	Finland	Finland	Europe & Central Asia (all income levels)	Finland	Finland	3
0.263770979438522	0.6951440219024	Fiji	Fiji	East Asia & Pacific (all income levels)	Fiji	Fiji	3
0.368423909503441	0.685555394210181	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
0.163894739127603	0.875878499914664	France	France	Europe & Central Asia (all income levels)	France	France	3
0.336615498187029	0.562551819956196	Gabon	Gabon	Sub-Saharan Africa (all income levels)	Gabon	Gabon	3
0.146524958203965	0.859271031714831	United Kingdom	United Kingdom	Europe & Central Asia (all income levels)	United Kingdom	United Kingdom	3
0.207861997090562	0.792512429853874	Grenada	Grenada	Latin America & Caribbean (all income levels)	Grenada	Grenada	3
0.124052804134008	0.758615333147143	Georgia	Georgia	Europe & Central Asia (all income levels)	Georgia	Georgia	3
0.436057493974857	0.578643202530963	Ghana	Ghana	Sub-Saharan Africa (all income levels)	Ghana	Ghana	3
0.202976746205788	0.69467848074577	Greenland	Greenland	Europe & Central Asia (all income levels)	Greenland	Greenland	3
0.526597477039321	0.510112504006029	Gambia, The	Gambia, The	Sub-Saharan Africa (all income levels)	Gambia, The	Gambia, The	3
0.564268189417461	0.424346141745008	Guinea	Guinea	Sub-Saharan Africa (all income levels)	Guinea	Guinea	3
0.551566537117051	0.397306751300655	Equatorial Guinea	Equatorial Guinea	Sub-Saharan Africa (all income levels)	Equatorial Guinea	Equatorial Guinea	3
0.0976724493562325	0.862235293773382	Greece	Greece	Europe & Central Asia (all income levels)	Greece	Greece	3
0.427589725774584	0.712791642057908	Guatemala	Guatemala	Latin America & Caribbean (all income levels)	Guatemala	Guatemala	3
0.238801919360792	0.797805157762778	Guam	Guam	East Asia & Pacific (all income levels)	Guam	Guam	3
0.546247041709186	0.346034138494048	Guinea-Bissau	Guinea-Bissau	Sub-Saharan Africa (all income levels)	Guinea-Bissau	Guinea-Bissau	3
0.211878758929153	0.676260532488635	Guyana	Guyana	Latin America & Caribbean (all income levels)	Guyana	Guyana	3
0.0581561977549558	0.898718519109402	Hong Kong SAR, China	Hong Kong SAR, China	East Asia & Pacific (all income levels)	Hong Kong SAR, China	Hong Kong SAR, China	3
0.332707297479211	0.740697889137588	Honduras	Honduras	Latin America & Caribbean (all income levels)	Honduras	Honduras	3
0.106357339818052	0.799997191551717	Croatia	Croatia	Europe & Central Asia (all income levels)	Croatia	Croatia	3
0.360933191480122	0.560492797926295	Haiti	Haiti	Latin America & Caribbean (all income levels)	Haiti	Haiti	3
0.0955012267407777	0.759550215796378	Hungary	Hungary	Europe & Central Asia (all income levels)	Hungary	Hungary	3
0.201022645851879	0.67267757573376	Indonesia	Indonesia	East Asia & Pacific (all income levels)	Indonesia	Indonesia	3
0.156295459973511	0.850401047555011	Ireland	Ireland	Europe & Central Asia (all income levels)	Ireland	Ireland	3
0.261599756823067	0.876448550310539	Israel	Israel	Middle East & North Africa (all income levels)	Israel	Israel	3
0.26051414551534	0.614931090597995	India	India	South Asia	India	India	3
0.495766115899863	0.69433987081062	Iraq	Iraq	Middle East & North Africa (all income levels)	Iraq	Iraq	3
0.151410209088738	0.73905006345991	Iran, Islamic Rep.	Iran, Islamic Rep.	Middle East & North Africa (all income levels)	Iran, Islamic Rep.	Iran, Islamic Rep.	3
0.175836463512604	0.8975024115982	Iceland	Iceland	Europe & Central Asia (all income levels)	Iceland	Iceland	3
0.0965868380485051	0.883137141622144	Italy	Italy	Europe & Central Asia (all income levels)	Italy	Italy	3
0.106465900948824	0.856093950841819	Channel Islands	Channel Islands	Europe & Central Asia (all income levels)	Channel Islands	Channel Islands	3
0.221540699567927	0.741329885009815	Jamaica	Jamaica	Latin America & Caribbean (all income levels)	Jamaica	Jamaica	3
0.344106216210348	0.759491690622402	Jordan	Jordan	Middle East & North Africa (all income levels)	Jordan	Jordan	3
0.0900731702021408	0.904088393838546	Japan	Japan	East Asia & Pacific (all income levels)	Japan	Japan	3
0.485995614130317	0.453544123021741	Kenya	Kenya	Sub-Saharan Africa (all income levels)	Kenya	Kenya	3
0.224688972360336	0.68643175168544	Kyrgyz Republic	Kyrgyz Republic	Europe & Central Asia (all income levels)	Kyrgyz Republic	Kyrgyz Republic	3
0.285483205593069	0.562143663872748	Cambodia	Cambodia	East Asia & Pacific (all income levels)	Cambodia	Cambodia	3
0.32673643528671	0.577248099195458	Kiribati	Kiribati	East Asia & Pacific (all income levels)	Kiribati	Kiribati	3
0.519541003539093	0.546547085041601	Comoros	Comoros	Sub-Saharan Africa (all income levels)	Comoros	Comoros	3
0.175076535597195	0.690161781442451	Korea, Dem. Rep.	Korea, Dem. Rep.	East Asia & Pacific (all income levels)	Korea, Dem. Rep.	Korea, Dem. Rep.	3
0.070097922139957	0.849671383048291	Korea, Rep.	Korea, Rep.	East Asia & Pacific (all income levels)	Korea, Rep.	Korea, Rep.	3
0.24068002692316	0.697882163970588	Kosovo	Kosovo	Europe & Central Asia (all income levels)	Kosovo	Kosovo	3
0.196354517228651	0.782369333143266	Kuwait	Kuwait	Middle East & North Africa (all income levels)	Kuwait	Kuwait	3
