x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.699861041752611	0.483018388723673	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.789206852378574	0.129369003996166	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.572518835356189	0.638612504177044	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.421944546974401	0.673560393780173	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.75772412445448	0.160277516494123	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.287437305946979	0.647625380969431	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.258451484030658	0.70961000078173	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.315011833163254	0.732484223000219	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.416950734958855	0.667077780678279	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.555691860086415	0.594437778866279	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.358979091126213	0.595571799120473	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.4088086501509	0.657055914685194	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.693564496167792	0.397544272298938	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.244229975899429	0.719080438025205	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.645580476366242	0.209936506646806	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.193206244436242	0.723097393148138	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.733840675684478	0.500348680825478	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.691610395813883	0.284933856862549	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.653179755520333	0.195871463212576	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.643734937143105	0.623443843176401	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.672720759059426	0.306724223261682	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.611492281303602	0.497774713271301	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.426178431074538	0.629547562781835	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.677388887682654	0.217601404269746	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.676954643159563	0.431338379900813	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.213832859283062	0.703386190559563	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.652419827604924	0.600100659498905	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.344866144125757	0.739792269075341	Canada	Canada	North America	Canada	Canada	3
0.609863864342011	0.276982793940881	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
