x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.64829450463556	0.627282562542224	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.788881168986256	0.187216578068801	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.462220726491087	0.680017924664649	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.282443493931433	0.724004913378373	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.738400243176933	0.216966748162337	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.29503658510107	0.673476026321584	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.181481642312786	0.72472393694437	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.251177888268884	0.740989374906679	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.245424148337929	0.715141389789707	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.425309942028356	0.642679623734816	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.243687170245565	0.672760043024364	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.256605944807521	0.706125092694945	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.705723342814339	0.234786903570997	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.180178908743513	0.74017230267259	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.680645721605836	0.281750315418385	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.173665240897149	0.732294206201594	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.614314870703693	0.647312993352491	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.69269600712161	0.313131209677723	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.693998740690883	0.269081515420452	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.578381136417917	0.685605938678615	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.658499250928198	0.352878163546927	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.472425472783724	0.551875536108645	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.329884708079119	0.662792901869283	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.678365937859609	0.27548888187009	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.667509824782335	0.494120690233741	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.200805523590334	0.731029074356347	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.635484291204377	0.671042671198391	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.168237184358512	0.763992808548233	Canada	Canada	North America	Canada	Canada	3
0.634072996504331	0.320881614860043	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
0.599550556918601	0.305418807855127	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	Central African Republic	3
0.636895585904423	0.470571148312937	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	Congo, Rep.	3
