x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.240430336322383	0.790200685481801	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.792463686301756	0.333307193355736	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.196571639490197	0.784323845933924	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.136537334172873	0.733695390074656	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.694324424083201	0.331937172237649	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.222192066352563	0.776209748599035	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.100929283279415	0.843347623990047	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.143919491065419	0.862159287053932	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.156729704496602	0.776242811521996	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.170408406973967	0.667751580246203	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.106574462079597	0.785405041518101	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.122424387172417	0.802546836955668	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.292105434570206	0.636170028247517	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.134583233818963	0.83859720402442	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.632770262935059	0.409787434667949	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.0900731702021408	0.744196858467469	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.248572421130339	0.77742661617743	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.579900992248735	0.344404174395441	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.600961851618646	0.446622571115021	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.142182512973055	0.840824200904306	Bermuda	Bermuda	North America	Bermuda	Bermuda	3
0.213941420413835	0.81538703210596	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.402729226827627	0.608643054697894	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.209924658575244	0.720432977597817	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.178116247258831	0.743649610087429	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.352356862149076	0.583877025232292	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.323913845886619	0.41857837183954	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.0955012267407777	0.701329068697647	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.343454849425712	0.773298311210501	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
