size	colour	x	y	clickSelects	key	showSelectedlegendcolour	PANEL	fill
2	#00C094	0.698124063660247	0.501171453563523	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	3	#00C094
3.60996894379985	#A58AFF	0.789206852378574	0.135395576781361	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.80498447189992	#C49A00	0.559708621925006	0.647191382601371	Albania	Albania	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.405009010573854	0.680230363445511	Armenia	Armenia	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.759352541416071	0.166515767992984	Angola	Angola	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.27683991532123	#53B400	0.286351694639251	0.648771182265139	Argentina	Argentina	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.254000477668975	0.717062459623806	Austria	Austria	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#F8766D	0.294819462839525	0.732005380667684	Australia	Australia	East Asia & Pacific (all income levels)	3	#F8766D
2	#53B400	0.393935775235035	0.672224575685838	Aruba	Aruba	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#C49A00	0.546898408493823	0.600754697319771	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.34616887769503	0.604624199406973	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.397735414812081	0.663349651089255	Barbados	Barbados	Latin America & Caribbean (all income levels)	3	#53B400
5.68890227574546	#A58AFF	0.696495646698656	0.406368272393489	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.39427400463467	#C49A00	0.247703932084157	0.730044407305872	Belgium	Belgium	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.649597238204833	0.217594183631399	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.191035021820787	0.735748711600598	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.734057797946023	0.521289672134756	Bahrain	Bahrain	Middle East & North Africa (all income levels)	3	#00C094
2.80498447189992	#FB61D7	0.691610395813883	0.289895195474651	Burundi	Burundi	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.65860781205897	0.200592240557618	Benin	Benin	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#F8766D	0.629296306750331	0.631188167821165	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#53B400	0.670549536443972	0.311659339555573	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	3	#53B400
6.48196385527594	#53B400	0.599550556918601	0.504309390976019	Brazil	Brazil	Latin America & Caribbean (all income levels)	3	#53B400
2	#53B400	0.411414117289446	0.634913637175009	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	3	#53B400
