size	colour	x	y	clickSelects	key	showSelectedlegendcolour	PANEL	fill
2	#00C094	0.695952841044792	0.519404325458796	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	3	#00C094
3.60996894379985	#A58AFF	0.789206852378574	0.141609886163596	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.80498447189992	#C49A00	0.545812797186095	0.653295482240404	Albania	Albania	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.385250884773216	0.686877911128612	Armenia	Armenia	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.759895347069935	0.172761620163792	Angola	Angola	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.27683991532123	#53B400	0.285266083331524	0.650123721837753	Argentina	Argentina	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.244772781553293	0.713949984462326	Austria	Austria	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#F8766D	0.276472631738932	0.731526538335148	Australia	Australia	East Asia & Pacific (all income levels)	3	#F8766D
2	#53B400	0.370378009857351	0.677295744007545	Aruba	Aruba	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#C49A00	0.534305317324185	0.607056034395777	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.332707297479211	0.613404875671438	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.383513906680852	0.669010631553893	Barbados	Barbados	Latin America & Caribbean (all income levels)	3	#53B400
5.68890227574546	#A58AFF	0.699209674967974	0.410225233371981	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.60996894379985	#C49A00	0.236956380137655	0.728022628568502	Belgium	Belgium	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.653939683435743	0.225243879910446	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.180178908743513	0.738439349469129	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.731126647415159	0.54119317172354	Bahrain	Bahrain	Middle East & North Africa (all income levels)	3	#00C094
2.80498447189992	#FB61D7	0.691610395813883	0.294560867948091	Burundi	Burundi	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.663710185205289	0.20585342567795	Benin	Benin	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#F8766D	0.612035086957466	0.638713593113914	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#53B400	0.669029680613153	0.316562913060892	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	3	#53B400
6.48196385527594	#53B400	0.584569120871963	0.510591726372162	Brazil	Brazil	Latin America & Caribbean (all income levels)	3	#53B400
2	#53B400	0.393718652973489	0.640049411208247	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	3	#53B400
2	#A58AFF	0.677388887682654	0.227791245112815	Bhutan	Bhutan	South Asia	3	#A58AFF
2	#FB61D7	0.679885793690427	0.441982360892598	Botswana	Botswana	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.199719912282606	0.70983650080569	Belarus	Belarus	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.648077382374015	0.616647702356774	Belize	Belize	Latin America & Caribbean (all income levels)	3	#53B400
4.12978872191586	#00B6EB	0.29145406778557	0.747449946059931	Canada	Canada	North America	3	#00B6EB
3.9718012070186	#FB61D7	0.614314870703693	0.28481224611143	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.597813578826237	0.230992268102453	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.615291920880648	0.428924786524678	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#C49A00	0.232071129252882	0.752584199958782	Switzerland	Switzerland	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.789315413509347	0.271666883982545	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#53B400	0.496091799292181	0.551599631717042	Chile	Chile	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#FB61D7	0.604761491195692	0.308724720117606	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	3	#FB61D7
15.1288994207435	#F8766D	0.590757105326009	0.426703110115153	China	China	East Asia & Pacific (all income levels)	3	#F8766D
4.12978872191586	#53B400	0.66533860216688	0.547694406471699	Colombia	Colombia	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#53B400	0.673155003582517	0.630496506674169	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#53B400	0.454512886206223	0.668616536713545	Cuba	Cuba	Latin America & Caribbean (all income levels)	3	#53B400
2	#FB61D7	0.712454132922248	0.404175858570953	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#C49A00	0.293408168139479	0.736436192378023	Cyprus	Cyprus	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#C49A00	0.188320993551469	0.72082099190061	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	3	#C49A00
6.25957744383172	#C49A00	0.224688972360336	0.724918514146162	Germany	Germany	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.792572247432529	0.264912926892214	Djibouti	Djibouti	Middle East & North Africa (all income levels)	3	#00C094
3.13841995766062	#C49A00	0.236630696745337	0.755217832787726	Denmark	Denmark	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#53B400	0.719076361899386	0.489144150277749	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	3	#53B400
3.8	#00C094	0.75533577957748	0.404131394640074	Algeria	Algeria	Middle East & North Africa (all income levels)	3	#00C094
3.13841995766062	#53B400	0.674023492628699	0.497331974130505	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	3	#53B400
2	#C49A00	0.162809127819875	0.711991671335696	Estonia	Estonia	Europe & Central Asia (all income levels)	3	#C49A00
4.78854800926934	#00C094	0.648728749158651	0.376977234049354	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	3	#00C094
2.80498447189992	#FB61D7	0.687050828321428	0.269424305725172	Eritrea	Eritrea	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.78854800926934	#C49A00	0.272130186508023	0.730888081891768	Spain	Spain	Europe & Central Asia (all income levels)	3	#C49A00
4.41495341569977	#FB61D7	0.700838091929565	0.270351967736059	Ethiopia	Ethiopia	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#C49A00	0.213615737021517	0.702351359074251	Finland	Finland	Europe & Central Asia (all income levels)	3	#C49A00
2	#F8766D	0.547658336409232	0.531793420729154	Fiji	Fiji	East Asia & Pacific (all income levels)	3	#F8766D
2	#F8766D	0.701706580975747	0.555898571769136	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	3	#F8766D
5.50884596413123	#C49A00	0.261599756823067	0.730933685923438	France	France	Europe & Central Asia (all income levels)	3	#C49A00
2	#FB61D7	0.426938358989947	0.287227739655553	Gabon	Gabon	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.6	#C49A00	0.26409666283084	0.743588804711869	United Kingdom	United Kingdom	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.560902794363506	0.61878235107253	Grenada	Grenada	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#C49A00	0.25736587272293	0.64706711161507	Georgia	Georgia	Europe & Central Asia (all income levels)	3	#C49A00
3.39427400463467	#FB61D7	0.704312048114293	0.365142607797385	Ghana	Ghana	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.586197537833554	0.170886154361362	Gambia, The	Gambia, The	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.677714571074972	0.138468528448725	Guinea	Guinea	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.560685672101961	0.223276445977483	Equatorial Guinea	Equatorial Guinea	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.20265106281347	0.722681256359151	Greece	Greece	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#53B400	0.647968821243242	0.384112364837727	Guatemala	Guatemala	Latin America & Caribbean (all income levels)	3	#53B400
2	#F8766D	0.543750135701413	0.619452350304481	Guam	Guam	East Asia & Pacific (all income levels)	3	#F8766D
2	#FB61D7	0.511181796469592	0.186321218913678	Guinea-Bissau	Guinea-Bissau	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#53B400	0.623868250211694	0.474737076605995	Guyana	Guyana	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#F8766D	0.447347851575222	0.711350934690732	Hong Kong SAR, China	Hong Kong SAR, China	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#53B400	0.761198080639208	0.399221740597199	Honduras	Honduras	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#C49A00	0.189623727120742	0.682873117080789	Croatia	Croatia	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#53B400	0.62408537247324	0.326683587789262	Haiti	Haiti	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#C49A00	0.150867403434874	0.703806887751719	Hungary	Hungary	Europe & Central Asia (all income levels)	3	#C49A00
6.89652938314476	#F8766D	0.562531211325097	0.384956419457219	Indonesia	Indonesia	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#C49A00	0.390896063573398	0.726463350718983	Ireland	Ireland	Europe & Central Asia (all income levels)	3	#C49A00
12.9489725545368	#A58AFF	0.58087804242569	0.341056078403667	India	India	South Asia	3	#A58AFF
3.39427400463467	#00C094	0.717990750591658	0.466963109340645	Iraq	Iraq	Middle East & North Africa (all income levels)	3	#00C094
4.41495341569977	#00C094	0.696821330090974	0.378641021138114	Iran, Islamic Rep.	Iran, Islamic Rep.	Middle East & North Africa (all income levels)	3	#00C094
2	#C49A00	0.356373623987667	0.778559496330833	Iceland	Iceland	Europe & Central Asia (all income levels)	3	#C49A00
5.50884596413123	#C49A00	0.242601558937838	0.720954003659648	Italy	Italy	Europe & Central Asia (all income levels)	3	#C49A00
2	#C49A00	0.227511561760427	0.736538801449281	Channel Islands	Channel Islands	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#53B400	0.584569120871963	0.665065502780839	Jamaica	Jamaica	Latin America & Caribbean (all income levels)	3	#53B400
2	#00C094	0.827963176064442	0.521285871798782	Jordan	Jordan	Middle East & North Africa (all income levels)	3	#00C094
6.89652938314476	#F8766D	0.185498404151378	0.721425245320238	Japan	Japan	East Asia & Pacific (all income levels)	3	#F8766D
3.60996894379985	#FB61D7	0.834693966172352	0.397750250508647	Kenya	Kenya	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#C49A00	0.52496906007773	0.535935026871985	Kyrgyz Republic	Kyrgyz Republic	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#F8766D	0.637872636081377	0.328367896692275	Cambodia	Cambodia	East Asia & Pacific (all income levels)	3	#F8766D
2	#FB61D7	0.713648305360749	0.335386357166291	Comoros	Comoros	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.8	#F8766D	0.361041752610895	0.529776202394949	Korea, Dem. Rep.	Korea, Dem. Rep.	East Asia & Pacific (all income levels)	3	#F8766D
4.66983145535444	#F8766D	0.513135896823501	0.512943374271946	Korea, Rep.	Korea, Rep.	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#00C094	0.757398441062162	0.631316999210633	Kuwait	Kuwait	Middle East & North Africa (all income levels)	3	#00C094
3.60996894379985	#C49A00	0.393935775235035	0.568347712347859	Kazakhstan	Kazakhstan	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#F8766D	0.601721779534056	0.328917805307496	Lao PDR	Lao PDR	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#00C094	0.556126104609506	0.611215882151278	Lebanon	Lebanon	Middle East & North Africa (all income levels)	3	#00C094
2	#53B400	0.679342988036563	0.572062920794576	St. Lucia	St. Lucia	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#A58AFF	0.491640792930499	0.559708408581569	Sri Lanka	Sri Lanka	South Asia	3	#A58AFF
2	#FB61D7	0.661538962589834	0.242706803737691	Liberia	Liberia	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.583157826171917	0.377677255935489	Lesotho	Lesotho	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#C49A00	0.195377467051697	0.73892579247361	Lithuania	Lithuania	Europe & Central Asia (all income levels)	3	#C49A00
2	#C49A00	0.216004081898517	0.709531713860696	Luxembourg	Luxembourg	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.142182512973055	0.72959976799709	Latvia	Latvia	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#00C094	0.749907723038843	0.393130562100473	Libya	Libya	Middle East & North Africa (all income levels)	3	#00C094
3.8	#00C094	0.72797837462275	0.391984760804764	Morocco	Morocco	Middle East & North Africa (all income levels)	3	#00C094
2.80498447189992	#C49A00	0.267136374492477	0.619047614523411	Moldova	Moldova	Europe & Central Asia (all income levels)	3	#C49A00
2	#C49A00	0.223603361052609	0.644556229638038	Montenegro	Montenegro	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.745890961200252	0.280265144120331	Madagascar	Madagascar	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#C49A00	0.340957943417939	0.620456019034819	Macedonia, FYR	Macedonia, FYR	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#FB61D7	0.693238812775474	0.123029663560436	Mali	Mali	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.41495341569977	#F8766D	0.618223071411512	0.346550984186308	Myanmar	Myanmar	East Asia & Pacific (all income levels)	3	#F8766D
2	#F8766D	0.777590811385891	0.45073301450288	Mongolia	Mongolia	East Asia & Pacific (all income levels)	3	#F8766D
2	#F8766D	0.343454849425712	0.679163989171627	Macao SAR, China	Macao SAR, China	East Asia & Pacific (all income levels)	3	#F8766D
2	#FB61D7	0.691393273552337	0.31376168541556	Mauritania	Mauritania	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#00C094	0.226860194975791	0.704044408750001	Malta	Malta	Middle East & North Africa (all income levels)	3	#00C094
2	#FB61D7	0.551457975986278	0.59943104030055	Mauritius	Mauritius	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#A58AFF	0.735034848122978	0.258035838916375	Maldives	Maldives	South Asia	3	#A58AFF
2.80498447189992	#FB61D7	0.723744490522613	0.232776905875141	Malawi	Malawi	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.31903600462544	#53B400	0.688136439629155	0.55334550606281	Mexico	Mexico	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#F8766D	0.57968386998719	0.590765134182452	Malaysia	Malaysia	East Asia & Pacific (all income levels)	3	#F8766D
3.39427400463467	#FB61D7	0.670006730790108	0.206402574225976	Mozambique	Mozambique	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#FB61D7	0.630273356927286	0.40377264292427	Namibia	Namibia	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#F8766D	0.561228477755824	0.574701874093881	New Caledonia	New Caledonia	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#FB61D7	0.737206070738433	0.22019779380616	Niger	Niger	Sub-Saharan Africa (all income levels)	3	#FB61D7
5.50884596413123	#FB61D7	0.641020908873787	0.256437797639937	Nigeria	Nigeria	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#53B400	0.714299672145385	0.410123384367919	Nicaragua	Nicaragua	Latin America & Caribbean (all income levels)	3	#53B400
3.8	#C49A00	0.283203421846842	0.773885083084656	Netherlands	Netherlands	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.271587380854159	0.776290695755249	Norway	Norway	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#A58AFF	0.614857676357557	0.256608432725103	Nepal	Nepal	South Asia	3	#A58AFF
2.80498447189992	#F8766D	0.337592548363984	0.737394257076692	New Zealand	New Zealand	East Asia & Pacific (all income levels)	3	#F8766D
2	#00C094	0.74263412727707	0.342209100337724	Oman	Oman	Middle East & North Africa (all income levels)	3	#00C094
2	#53B400	0.585437609918145	0.610906534803116	Panama	Panama	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#53B400	0.686073778144473	0.408851791951519	Peru	Peru	Latin America & Caribbean (all income levels)	3	#53B400
2	#F8766D	0.652311266474151	0.535951748350264	French Polynesia	French Polynesia	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#F8766D	0.632661701804286	0.282579548727584	Papua New Guinea	Papua New Guinea	East Asia & Pacific (all income levels)	3	#F8766D
4.66983145535444	#F8766D	0.689439173198428	0.551991446355807	Philippines	Philippines	East Asia & Pacific (all income levels)	3	#F8766D
5.50884596413123	#A58AFF	0.669789608528562	0.40659059204788	Pakistan	Pakistan	South Asia	3	#A58AFF
4.78854800926934	#C49A00	0.226860194975791	0.709385780959351	Poland	Poland	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#53B400	0.375371821872897	0.718889661159384	Puerto Rico	Puerto Rico	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.287437305946979	0.642379397192989	Portugal	Portugal	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#53B400	0.643300692620014	0.634190053205843	Paraguay	Paraguay	Latin America & Caribbean (all income levels)	3	#53B400
2	#00C094	0.711802766137612	0.609130637803166	Qatar	Qatar	Middle East & North Africa (all income levels)	3	#00C094
4.12978872191586	#C49A00	0.160312221812102	0.676918750679073	Romania	Romania	Europe & Central Asia (all income levels)	3	#C49A00
7.51869549803212	#C49A00	0.184521353974423	0.696745483481213	Russian Federation	Russian Federation	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#FB61D7	0.834585405041579	0.306276923717718	Rwanda	Rwanda	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#00C094	0.74143995483857	0.37825186673453	Saudi Arabia	Saudi Arabia	Middle East & North Africa (all income levels)	3	#00C094
2	#F8766D	0.650140043858697	0.435970609417697	Solomon Islands	Solomon Islands	East Asia & Pacific (all income levels)	3	#F8766D
3.39427400463467	#FB61D7	0.669463925136244	0.30045556907504	Sudan	Sudan	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.212855809106108	0.778449286587631	Sweden	Sweden	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#F8766D	0.463306337798815	0.672871392868359	Singapore	Singapore	East Asia & Pacific (all income levels)	3	#F8766D
2.80498447189992	#C49A00	0.205473652213561	0.692816316119243	Slovenia	Slovenia	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#C49A00	0.255086088976703	0.727803729216485	Slovak Republic	Slovak Republic	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#FB61D7	0.60704127494192	0.140801554702245	Sierra Leone	Sierra Leone	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.720379095468658	0.243878827351612	Senegal	Senegal	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.741548515969342	0.219531214876582	Somalia	Somalia	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#53B400	0.637655513819832	0.58582051704863	Suriname	Suriname	Latin America & Caribbean (all income levels)	3	#53B400
2	#FB61D7	0.642540764704605	0.457801259378137	Sao Tome and Principe	Sao Tome and Principe	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#53B400	0.67445773715179	0.47692264982378	El Salvador	El Salvador	Latin America & Caribbean (all income levels)	3	#53B400
3.13841995766062	#00C094	0.774442538593482	0.50414331629402	Syrian Arab Republic	Syrian Arab Republic	Middle East & North Africa (all income levels)	3	#00C094
2	#FB61D7	0.691718956944655	0.339670475908093	Swaziland	Swaziland	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.641889397919969	0.284524180644714	Chad	Chad	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.690633345636928	0.288509592979077	Togo	Togo	Sub-Saharan Africa (all income levels)	3	#FB61D7
