x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.14315956315001	0.820704462198686	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.635918535727468	0.379885251135511	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.120036042295417	0.82580489310738	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.141748268449964	0.777231658942041	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.544184380224504	0.416835917796149	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.193314805567015	0.806035165344828	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.109614173741234	0.880058869484416	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.156295459973511	0.900504677016477	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.137731506611373	0.795798580369296	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.161723516512148	0.726170724849101	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.0779143235555941	0.802424846170952	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.121664459257008	0.820692301123574	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.197005884013288	0.697006946596121	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.153038626050329	0.87774066454119	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.588368760449009	0.48337676040588	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.115042230279871	0.773003405139035	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.229031417591246	0.796556747395811	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.424224330720629	0.404737928261285	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.527248843823957	0.493682131462515	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.144787980111601	0.863006761975799	Bermuda	Bermuda	North America	Bermuda	Bermuda	3
0.174967974466422	0.841870433397535	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.316748811255618	0.660137607125296	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.151953014742602	0.766573616707158	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.159118049373602	0.799646420541455	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.21372429815229	0.670114249120308	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.251829255053521	0.455101500703272	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.109614173741234	0.72458712484936	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.25617170028443	0.8092730515934	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.129904249082658	0.886523240973642	Canada	Canada	North America	Canada	Canada	3
0.580226675641053	0.376572498268282	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
0.456032742037041	0.369543396853541	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	Central African Republic	3
0.446587923659813	0.515100444969938	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	Congo, Rep.	3
0.118299064203053	0.909093436314332	Switzerland	Switzerland	Europe & Central Asia (all income levels)	Switzerland	Switzerland	3
0.434429077013266	0.480531068829672	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	Cote d'Ivoire	3
0.155426970927329	0.856730507117213	Chile	Chile	Latin America & Caribbean (all income levels)	Chile	Chile	3
0.440399939205767	0.423210221322827	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	Cameroon	3
0.126766832403326	0.769277935785191	China	China	East Asia & Pacific (all income levels)	China	China	3
0.181264520051241	0.771717751479538	Colombia	Colombia	Latin America & Caribbean (all income levels)	Colombia	Colombia	3
0.153907115096511	0.861512089837815	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	Costa Rica	3
0.112545324272098	0.857952315132372	Cuba	Cuba	Latin America & Caribbean (all income levels)	Cuba	Cuba	3
0.214375664936926	0.777083445839113	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	Cape Verde	3
0.113522374449052	0.864437968503045	Cyprus	Cyprus	Europe & Central Asia (all income levels)	Cyprus	Cyprus	3
0.115042230279871	0.833960794137968	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	Czech Republic	Czech Republic	3
0.104186117202597	0.873902325208963	Germany	Germany	Europe & Central Asia (all income levels)	Germany	Germany	3
0.360390385826259	0.523938126273991	Djibouti	Djibouti	Middle East & North Africa (all income levels)	Djibouti	Djibouti	3
0.156295459973511	0.860069102269056	Denmark	Denmark	Europe & Central Asia (all income levels)	Denmark	Denmark	3
0.233373862822155	0.76813935512783	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	Dominican Republic	Dominican Republic	3
0.19906854549797	0.762725016467807	Algeria	Algeria	Middle East & North Africa (all income levels)	Algeria	Algeria	3
0.222409188614109	0.803388611373577	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	Ecuador	Ecuador	3
0.130240788588054	0.8028740458829	Estonia	Estonia	Europe & Central Asia (all income levels)	Estonia	Estonia	3
0.249983715830384	0.764637345529169	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	Egypt, Arab Rep.	Egypt, Arab Rep.	3
0.436708860759494	0.577955721753537	Eritrea	Eritrea	Sub-Saharan Africa (all income levels)	Eritrea	Eritrea	3
0.103100505894869	0.899440582944176	Spain	Spain	Europe & Central Asia (all income levels)	Spain	Spain	3
0.408482966758582	0.542444242325687	Ethiopia	Ethiopia	Sub-Saharan Africa (all income levels)	Ethiopia	Ethiopia	3
0.156295459973511	0.872078163942162	Finland	Finland	Europe & Central Asia (all income levels)	Finland	Finland	3
0.242927242330156	0.706215920724688	Fiji	Fiji	East Asia & Pacific (all income levels)	Fiji	Fiji	3
0.32793060772521	0.699032905703062	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
0.173665240897149	0.895412226813324	France	France	Europe & Central Asia (all income levels)	France	France	3
0.30610982043989	0.598094462139021	Gabon	Gabon	Sub-Saharan Africa (all income levels)	Gabon	Gabon	3
0.168237184358512	0.880362896362216	United Kingdom	United Kingdom	Europe & Central Asia (all income levels)	United Kingdom	United Kingdom	3
0.19592027270556	0.806476004317639	Grenada	Grenada	Latin America & Caribbean (all income levels)	Grenada	Grenada	3
0.122098703780099	0.770123130505475	Georgia	Georgia	Europe & Central Asia (all income levels)	Georgia	Georgia	3
0.405986060750809	0.622254718050604	Ghana	Ghana	Sub-Saharan Africa (all income levels)	Ghana	Ghana	3
0.192120633128515	0.722002896388058	Greenland	Greenland	Europe & Central Asia (all income levels)	Greenland	Greenland	3
0.484801441691817	0.533795437719467	Gambia, The	Gambia, The	Sub-Saharan Africa (all income levels)	Gambia, The	Gambia, The	3
0.522797837462275	0.463345189494823	Guinea	Guinea	Sub-Saharan Africa (all income levels)	Guinea	Guinea	3
0.516175608485138	0.41975191558785	Equatorial Guinea	Equatorial Guinea	Sub-Saharan Africa (all income levels)	Equatorial Guinea	Equatorial Guinea	3
0.117213452895325	0.880134876203866	Greece	Greece	Europe & Central Asia (all income levels)	Greece	Greece	3
0.385685129296307	0.731139664133147	Guatemala	Guatemala	Latin America & Caribbean (all income levels)	Guatemala	Guatemala	3
0.221432138437154	0.811677524163201	Guam	Guam	East Asia & Pacific (all income levels)	Guam	Guam	3
0.502931150530864	0.370824110076276	Guinea-Bissau	Guinea-Bissau	Sub-Saharan Africa (all income levels)	Guinea-Bissau	Guinea-Bissau	3
0.198851423236424	0.711253646089836	Guyana	Guyana	Latin America & Caribbean (all income levels)	Guyana	Guyana	3
0.0756345398093667	0.920494444231837	Hong Kong SAR, China	Hong Kong SAR, China	East Asia & Pacific (all income levels)	Hong Kong SAR, China	Hong Kong SAR, China	3
0.294059534924116	0.762310399813206	Honduras	Honduras	Latin America & Caribbean (all income levels)	Honduras	Honduras	3
0.111785396356688	0.819177487204935	Croatia	Croatia	Europe & Central Asia (all income levels)	Croatia	Croatia	3
