x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.2276201228912	0.793646830141666	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.777807933647437	0.337582951358397	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.185824087543696	0.791879673914453	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.136103089649782	0.740996975578623	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.686182339275246	0.343909750685418	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.216546887552381	0.779505779987987	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.0976724493562325	0.851138312733676	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.142073951842282	0.868391838048835	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.153907115096511	0.777213417329372	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.148696180819419	0.673835538104582	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.101254966671733	0.789223239069673	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.119818920033871	0.804111435275548	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.280380832446751	0.643617546652829	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.133845018129709	0.842511550076096	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.627233645265649	0.415463236442882	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.0846451136635039	0.745831002935645	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.243904292507111	0.77933096453325	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.564702433940552	0.349566930814085	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.593254011333782	0.450576440660813	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.207427752567471	0.819010652455742	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.394370019758126	0.614259951265251	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.20503940769047	0.725128672725442	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.169214234535467	0.748968940348141	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.334335714440802	0.597325274138185	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.31327485507089	0.403714877817489	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.0911587815098682	0.695020510983294	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.332490175217665	0.77513387348522	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.116670647241462	0.866111636465334	Canada	Canada	North America	Canada	Canada	3
0.695301474260156	0.343424827815327	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
0.538647762555095	0.305738796144013	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	Central African Republic	3
0.485127125084135	0.472296120810856	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	Congo, Rep.	3
0.103100505894869	0.87690459062724	Switzerland	Switzerland	Europe & Central Asia (all income levels)	Switzerland	Switzerland	3
0.50792496254641	0.410555102534395	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	Cote d'Ivoire	3
0.175510780120286	0.830576974988051	Chile	Chile	Latin America & Caribbean (all income levels)	Chile	Chile	3
0.490338059361226	0.403425292216384	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	Cameroon	3
0.1400112903576	0.740178763243744	China	China	East Asia & Pacific (all income levels)	China	China	3
0.235870768829928	0.738123921583412	Colombia	Colombia	Latin America & Caribbean (all income levels)	Colombia	Colombia	3
0.207861997090562	0.842538912495098	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	Costa Rica	3
0.129806544064963	0.820798330497207	Cuba	Cuba	Latin America & Caribbean (all income levels)	Cuba	Cuba	3
0.336289814794711	0.717808845608806	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	Cape Verde	3
0.133280500249691	0.844259324589849	Cyprus	Cyprus	Europe & Central Asia (all income levels)	Cyprus	Cyprus	3
0.0770458345094122	0.798883693111773	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	Czech Republic	Czech Republic	3
0.0998436719716873	0.848060040595949	Germany	Germany	Europe & Central Asia (all income levels)	Germany	Germany	3
0.461460798575678	0.471076212963684	Djibouti	Djibouti	Middle East & North Africa (all income levels)	Djibouti	Djibouti	3
0.142182512973055	0.824117923969187	Denmark	Denmark	Europe & Central Asia (all income levels)	Denmark	Denmark	3
0.26409666283084	0.736267837494443	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	Dominican Republic	Dominican Republic	3
0.2312026402067	0.724216972125638	Algeria	Algeria	Middle East & North Africa (all income levels)	Algeria	Algeria	3
0.267896302407886	0.776522896283169	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	Ecuador	Ecuador	3
