x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.703443559068111	0.448099761707533	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.789206852378574	0.118010559841553	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.592819766810691	0.613469861416569	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.443113967475085	0.660245156633318	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.751644701131207	0.147785432118911	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.289825650823979	0.644993648308473	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.257148750461385	0.71169258489466	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.337592548363984	0.733441907665289	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.458638209175587	0.655766460689724	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.560794233232733	0.581772779204318	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.382536856503897	0.576205287004603	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.42151030245131	0.641645932350296	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.686942267190655	0.379151786292819	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.24032177519161	0.726396084772271	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.638958247389105	0.194348668588396	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.201891134898061	0.721326436584954	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.727544130099659	0.456551708910379	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.691610395813883	0.274964435505884	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.641455153396878	0.186705052846902	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.657522200751243	0.607296595662836	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.6776060099442	0.2969782616602	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.62527954491174	0.483914887979587	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.441376989382721	0.618456282246089	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.677388887682654	0.208993263258431	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.67326356471329	0.420637393869443	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.234459474129882	0.695777917942614	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.656762272835834	0.58415102945591	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.360716069218577	0.739252621367245	Canada	Canada	North America	Canada	Canada	3
