x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.678365937859609	0.587206119544205	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.789206852378574	0.167282295758639	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.493052087630545	0.667459334409919	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.313057732809345	0.712025874359449	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.750016284169616	0.197954807392702	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.285048961069979	0.660523341226504	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.224254727837245	0.715679137329815	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.266593568838613	0.733373501617785	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.284831838808433	0.698465515542368	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.469277199991315	0.631313958941855	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.278318170962069	0.647316033621269	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.309800898886163	0.689375111896142	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.706700392991293	0.318870097029797	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.197005884013288	0.730196420744773	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.669029680613153	0.256659737260732	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.199719912282606	0.724978559454527	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.679560110298109	0.608811029547879	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.691610395813883	0.306750065546294	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.681731332913564	0.237261682356291	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.575449985887053	0.666676465199582	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.668378313828517	0.335332012361885	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.514330069262001	0.534206254038094	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
