x	y	label	showSelected	showSelected3	clickSelects	key	PANEL
0.525837549123912	0.710427833083012	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	3
0.798434548494257	0.24834156188412	Afghanistan	Afghanistan	South Asia	Afghanistan	Afghanistan	3
0.170408406973967	0.753306263793557	Antigua and Barbuda	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	3
0.381234122934624	0.723751430969006	Albania	Albania	Europe & Central Asia (all income levels)	Albania	Albania	3
0.21177019779838	0.726618024393064	Armenia	Armenia	Europe & Central Asia (all income levels)	Armenia	Armenia	3
0.735251970384524	0.257226367354232	Angola	Angola	Sub-Saharan Africa (all income levels)	Angola	Angola	3
0.302093058601298	0.718129593964885	Argentina	Argentina	Latin America & Caribbean (all income levels)	Argentina	Argentina	3
0.133497622511236	0.763418957816385	Austria	Austria	Europe & Central Asia (all income levels)	Austria	Austria	3
0.162700566689103	0.794703323542022	Australia	Australia	East Asia & Pacific (all income levels)	Australia	Australia	3
0.209924658575244	0.759930629427225	Aruba	Aruba	Latin America & Caribbean (all income levels)	Aruba	Aruba	3
0.288957161777797	0.6377342465338	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	Azerbaijan	3
0.172253946197104	0.731919873108303	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	Bosnia and Herzegovina	3
0.161940638773693	0.757736695470299	Barbados	Barbados	Latin America & Caribbean (all income levels)	Barbados	Barbados	3
0.612795014872875	0.501388832781151	Bangladesh	Bangladesh	South Asia	Bangladesh	Bangladesh	3
0.12850381049569	0.77885972287266	Belgium	Belgium	Europe & Central Asia (all income levels)	Belgium	Belgium	3
0.720813339991749	0.362710772808581	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	Burkina Faso	3
0.172579629589422	0.736759600969283	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	Bulgaria	3
0.462654971014178	0.727900257750186	Bahrain	Bahrain	Middle East & North Africa (all income levels)	Bahrain	Bahrain	3
0.664252990859153	0.368629416052156	Burundi	Burundi	Sub-Saharan Africa (all income levels)	Burundi	Burundi	3
0.715493844583885	0.34285933782262	Benin	Benin	Sub-Saharan Africa (all income levels)	Benin	Benin	3
0.386662179473261	0.739286824390997	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	Brunei Darussalam	3
0.532676900362594	0.461247784071599	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	Bolivia	3
0.371029376641987	0.613694841306141	Brazil	Brazil	Latin America & Caribbean (all income levels)	Brazil	Brazil	3
0.277775365308205	0.690934769779257	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	Bahamas, The	3
0.653396877781879	0.369110918619872	Bhutan	Bhutan	South Asia	Bhutan	Bhutan	3
0.605955663634192	0.585358016160776	Botswana	Botswana	Sub-Saharan Africa (all income levels)	Botswana	Botswana	3
0.175836463512604	0.724051277477238	Belarus	Belarus	Europe & Central Asia (all income levels)	Belarus	Belarus	3
0.551457975986278	0.730231003802122	Belize	Belize	Latin America & Caribbean (all income levels)	Belize	Belize	3
0.136754456434418	0.806788391934579	Canada	Canada	North America	Canada	Canada	3
0.679885793690427	0.345730871683442	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	Congo, Dem. Rep.	3
0.599876240310919	0.398187669179082	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	Central African Republic	3
0.608561130772738	0.510552202878047	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	Congo, Rep.	3
0.122641509433962	0.812295078758733	Switzerland	Switzerland	Europe & Central Asia (all income levels)	Switzerland	Switzerland	3
0.754684412792843	0.443299937374263	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	Cote d'Ivoire	3
0.240973141976247	0.725504905986719	Chile	Chile	Latin America & Caribbean (all income levels)	Chile	Chile	3
0.648837310289424	0.437317068452753	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	Cameroon	3
0.234025229606792	0.679868951494526	China	China	East Asia & Pacific (all income levels)	China	China	3
0.359739019041622	0.663933762728228	Colombia	Colombia	Latin America & Caribbean (all income levels)	Colombia	Colombia	3
0.338026792887075	0.773499729017044	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	Costa Rica	3
0.151518770219511	0.779657033359691	Cuba	Cuba	Latin America & Caribbean (all income levels)	Cuba	Cuba	3
0.623542566819376	0.57831599360373	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	Cape Verde	3
0.215461276244653	0.798234215694072	Cyprus	Cyprus	Europe & Central Asia (all income levels)	Cyprus	Cyprus	3
0.172579629589422	0.730865279875933	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	Czech Republic	Czech Republic	3
0.106357339818052	0.770654037440834	Germany	Germany	Europe & Central Asia (all income levels)	Germany	Germany	3
0.671960831144017	0.389478439230899	Djibouti	Djibouti	Middle East & North Africa (all income levels)	Djibouti	Djibouti	3
0.108202879041188	0.789192836381893	Denmark	Denmark	Europe & Central Asia (all income levels)	Denmark	Denmark	3
0.335421325748529	0.741080582970018	Dominica	Dominica	Latin America & Caribbean (all income levels)	Dominica	Dominica	3
0.408157283366264	0.621358218794691	Dominican Republic	Dominican Republic	Latin America & Caribbean (all income levels)	Dominican Republic	Dominican Republic	3
0.667618385913108	0.580002582708328	Algeria	Algeria	Middle East & North Africa (all income levels)	Algeria	Algeria	3
0.47144842260677	0.627672477013003	Ecuador	Ecuador	Latin America & Caribbean (all income levels)	Ecuador	Ecuador	3
0.179093297435786	0.70467336435345	Estonia	Estonia	Europe & Central Asia (all income levels)	Estonia	Estonia	3
0.523340643116139	0.520510603260391	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	Egypt, Arab Rep.	Egypt, Arab Rep.	3
0.658824934320516	0.313218997438688	Eritrea	Eritrea	Sub-Saharan Africa (all income levels)	Eritrea	Eritrea	3
0.163460494604512	0.813857016843431	Spain	Spain	Europe & Central Asia (all income levels)	Spain	Spain	3
0.703660681329657	0.309145037276165	Ethiopia	Ethiopia	Sub-Saharan Africa (all income levels)	Ethiopia	Ethiopia	3
0.1400112903576	0.785248087642436	Finland	Finland	Europe & Central Asia (all income levels)	Finland	Finland	3
0.367229737064941	0.618225601852558	Fiji	Fiji	East Asia & Pacific (all income levels)	Fiji	Fiji	3
0.606824152680374	0.646192654307798	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
0.155209848665784	0.788394765827668	France	France	Europe & Central Asia (all income levels)	France	France	3
0.517261219792865	0.508829130548116	Gabon	Gabon	Sub-Saharan Africa (all income levels)	Gabon	Gabon	3
0.146524958203965	0.783378322343965	United Kingdom	United Kingdom	Europe & Central Asia (all income levels)	United Kingdom	United Kingdom	3
0.413911023297219	0.644721544252841	Grenada	Grenada	Latin America & Caribbean (all income levels)	Grenada	Grenada	3
0.201239768113425	0.709309394206304	Georgia	Georgia	Europe & Central Asia (all income levels)	Georgia	Georgia	3
0.647208893327833	0.464137939578687	Ghana	Ghana	Sub-Saharan Africa (all income levels)	Ghana	Ghana	3
0.637764074950605	0.394665517799767	Gambia, The	Gambia, The	Sub-Saharan Africa (all income levels)	Gambia, The	Gambia, The	3
0.707894565429793	0.248025753964805	Guinea	Guinea	Sub-Saharan Africa (all income levels)	Guinea	Guinea	3
0.580335236771826	0.305725875001706	Equatorial Guinea	Equatorial Guinea	Sub-Saharan Africa (all income levels)	Equatorial Guinea	Equatorial Guinea	3
0.173013874112513	0.795811501511603	Greece	Greece	Europe & Central Asia (all income levels)	Greece	Greece	3
0.616486093319148	0.534225635751555	Guatemala	Guatemala	Latin America & Caribbean (all income levels)	Guatemala	Guatemala	3
0.291996873439434	0.717897393436965	Guam	Guam	East Asia & Pacific (all income levels)	Guam	Guam	3
0.663493062943744	0.264217845442844	Guinea-Bissau	Guinea-Bissau	Sub-Saharan Africa (all income levels)	Guinea-Bissau	Guinea-Bissau	3
0.311646438109299	0.562242852641631	Guyana	Guyana	Latin America & Caribbean (all income levels)	Guyana	Guyana	3
0.155209848665784	0.8028740458829	Hong Kong SAR, China	Hong Kong SAR, China	East Asia & Pacific (all income levels)	Hong Kong SAR, China	Hong Kong SAR, China	3
0.611383720172829	0.578035908842557	Honduras	Honduras	Latin America & Caribbean (all income levels)	Honduras	Honduras	3
0.159552293896693	0.725799432024588	Croatia	Croatia	Europe & Central Asia (all income levels)	Croatia	Croatia	3
0.621371344203921	0.433363958974158	Haiti	Haiti	Latin America & Caribbean (all income levels)	Haiti	Haiti	3
0.161723516512148	0.708272282519409	Hungary	Hungary	Europe & Central Asia (all income levels)	Hungary	Hungary	3
0.405660377358491	0.540403081874856	Indonesia	Indonesia	East Asia & Pacific (all income levels)	Indonesia	Indonesia	3
0.274301409123477	0.765081604804355	Ireland	Ireland	Europe & Central Asia (all income levels)	Ireland	Ireland	3
0.293082484747161	0.782314228271665	Israel	Israel	Middle East & North Africa (all income levels)	Israel	Israel	3
0.443765334259722	0.501547306791204	India	India	South Asia	India	India	3
0.648837310289424	0.497523511063519	Iraq	Iraq	Middle East & North Africa (all income levels)	Iraq	Iraq	3
0.660779034674425	0.411955146306664	Iran, Islamic Rep.	Iran, Islamic Rep.	Middle East & North Africa (all income levels)	Iran, Islamic Rep.	Iran, Islamic Rep.	3
0.198634300974879	0.827937261621552	Iceland	Iceland	Europe & Central Asia (all income levels)	Iceland	Iceland	3
0.12611546561869	0.793297199232196	Italy	Italy	Europe & Central Asia (all income levels)	Italy	Italy	3
0.108962806956597	0.777424335975847	Channel Islands	Channel Islands	Europe & Central Asia (all income levels)	Channel Islands	Channel Islands	3
0.339655209848666	0.731585063509125	Jamaica	Jamaica	Latin America & Caribbean (all income levels)	Jamaica	Jamaica	3
0.723853051653386	0.685518910984844	Jordan	Jordan	Middle East & North Africa (all income levels)	Jordan	Jordan	3
0.145439346896237	0.826147303378503	Japan	Japan	East Asia & Pacific (all income levels)	Japan	Japan	3
0.742525566146297	0.541624889890017	Kenya	Kenya	Sub-Saharan Africa (all income levels)	Kenya	Kenya	3
0.394912825411989	0.618927523906679	Kyrgyz Republic	Kyrgyz Republic	Europe & Central Asia (all income levels)	Kyrgyz Republic	Kyrgyz Republic	3
