size	colour	x	y	clickSelects	key	showSelectedlegendcolour	PANEL	fill
2.80498447189992	#00C094	0.408482966758582	0.755912534203499	United Arab Emirates	United Arab Emirates	Middle East & North Africa (all income levels)	3	#00C094
3.8	#A58AFF	0.820038213518032	0.291909753573674	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.80498447189992	#C49A00	0.285266083331524	0.742141256739944	Albania	Albania	Europe & Central Asia (all income levels)	3	#C49A00
2.80498447189992	#C49A00	0.222734872006427	0.683003468604646	Armenia	Armenia	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#FB61D7	0.728846863668932	0.269673227731371	Angola	Angola	Sub-Saharan Africa (all income levels)	3	#FB61D7
4.78854800926934	#53B400	0.274192847992705	0.745046233557324	Argentina	Argentina	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.116127841587598	0.805032636715282	Austria	Austria	Europe & Central Asia (all income levels)	3	#C49A00
3.9718012070186	#F8766D	0.154015676227284	0.831642589194741	Australia	Australia	East Asia & Pacific (all income levels)	3	#F8766D
2	#53B400	0.194400416874742	0.77177133621675	Aruba	Aruba	Latin America & Caribbean (all income levels)	3	#53B400
3.39427400463467	#C49A00	0.264856590746249	0.631399086467638	Azerbaijan	Azerbaijan	Europe & Central Asia (all income levels)	3	#C49A00
3.13841995766062	#C49A00	0.131869205549645	0.661962528459292	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.142073951842282	0.789304186225887	Barbados	Barbados	Latin America & Caribbean (all income levels)	3	#53B400
7.15441558277949	#A58AFF	0.426178431074538	0.562304418084386	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.60996894379985	#C49A00	0.12372712074169	0.814761496804887	Belgium	Belgium	Europe & Central Asia (all income levels)	3	#C49A00
3.39427400463467	#FB61D7	0.690850467898473	0.383706108922265	Burkina Faso	Burkina Faso	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.132412011203509	0.742600717359019	Bulgaria	Bulgaria	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.340523698894848	0.758941021939986	Bahrain	Bahrain	Middle East & North Africa (all income levels)	3	#00C094
3.13841995766062	#FB61D7	0.658065006405107	0.33842852611228	Burundi	Burundi	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.13841995766062	#FB61D7	0.678148815598063	0.392988049501504	Benin	Benin	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#F8766D	0.326193629632846	0.779407731319895	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific (all income levels)	3	#F8766D
3.39427400463467	#53B400	0.481544607768634	0.551595451347473	Bolivia	Bolivia	Latin America & Caribbean (all income levels)	3	#53B400
8.07749948580829	#53B400	0.24824673773802	0.667393588597593	Brazil	Brazil	Latin America & Caribbean (all income levels)	3	#53B400
2	#53B400	0.238910480491565	0.709819779327411	Bahamas, The	Bahamas, The	Latin America & Caribbean (all income levels)	3	#53B400
2	#A58AFF	0.55829732722496	0.458988104302349	Bhutan	Bhutan	South Asia	3	#A58AFF
2.80498447189992	#FB61D7	0.446370801398267	0.619305657335943	Botswana	Botswana	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.60996894379985	#C49A00	0.148696180819419	0.724169087892384	Belarus	Belarus	Europe & Central Asia (all income levels)	3	#C49A00
2	#53B400	0.434863321536357	0.759353738426599	Belize	Belize	Latin America & Caribbean (all income levels)	3	#53B400
4.54558441227157	#00B6EB	0.137840067742146	0.835971171867422	Canada	Canada	North America	3	#00B6EB
4.90241278938748	#FB61D7	0.725372907484204	0.357161902255131	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.575775669279371	0.381954154038942	Central African Republic	Central African Republic	Sub-Saharan Africa (all income levels)	3	#FB61D7
2.80498447189992	#FB61D7	0.527900210608594	0.498281678090034	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.39427400463467	#C49A00	0.124812732049417	0.835366918447793	Switzerland	Switzerland	Europe & Central Asia (all income levels)	3	#C49A00
3.8	#FB61D7	0.61735458236533	0.44372899530556	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	3	#FB61D7
3.8	#53B400	0.235219402045292	0.779301701946264	Chile	Chile	Latin America & Caribbean (all income levels)	3	#53B400
3.8	#FB61D7	0.586414660095099	0.455388046035598	Cameroon	Cameroon	Sub-Saharan Africa (all income levels)	3	#FB61D7
18.6536482489573	#F8766D	0.194183294613197	0.713043604332885	China	China	East Asia & Pacific (all income levels)	3	#F8766D
4.90241278938748	#53B400	0.285157522200751	0.694285145972615	Colombia	Colombia	Latin America & Caribbean (all income levels)	3	#53B400
2.80498447189992	#53B400	0.288740039516252	0.81109455262502	Costa Rica	Costa Rica	Latin America & Caribbean (all income levels)	3	#53B400
3.60996894379985	#53B400	0.139468484703737	0.788731095561235	Cuba	Cuba	Latin America & Caribbean (all income levels)	3	#53B400
2	#FB61D7	0.51389582473891	0.648466395320146	Cape Verde	Cape Verde	Sub-Saharan Africa (all income levels)	3	#FB61D7
2	#C49A00	0.21177019779838	0.822083604123106	Cyprus	Cyprus	Europe & Central Asia (all income levels)	3	#C49A00
3.60996894379985	#C49A00	0.155209848665784	0.747856582008989	Czech Republic	Czech Republic	Europe & Central Asia (all income levels)	3	#C49A00
6.40908153700972	#C49A00	0.0976724493562325	0.801163894695276	Germany	Germany	Europe & Central Asia (all income levels)	3	#C49A00
2	#00C094	0.609863864342011	0.431960874933109	Djibouti	Djibouti	Middle East & North Africa (all income levels)	3	#00C094
