colour	x	y	clickSelects	fill
#F8766D	0.311414398506961	0.166256832720881	Female.No	#F8766D
#7CAE00	0.731743182309649	0.180613191967661	Male.No	#7CAE00
#7CAE00	0.598107225854288	0.119939104399898	Male.No	#7CAE00
#7CAE00	0.568535671061413	0.119839501313188	Male.No	#7CAE00
#F8766D	0.26865661313588	0.195752048441632	Female.No	#F8766D
#7CAE00	0.603639825585891	0.370376842265779	Male.No	#7CAE00
#7CAE00	0.548117988065562	0.320813295431435	Male.No	#7CAE00
#7CAE00	0.673280670730905	0.315843913280828	Male.No	#7CAE00
#7CAE00	0.770847578109665	0.116179424930703	Male.No	#7CAE00
#7CAE00	0.721892027269033	0.0933825870637189	Male.No	#7CAE00
#7CAE00	0.781154218637808	0.183744921179658	Male.No	#7CAE00
#F8766D	0.267763539302078	0.397161806256256	Female.No	#F8766D
#7CAE00	0.667541727508334	0.178788100707937	Male.No	#7CAE00
#7CAE00	0.585401734591208	0.290745225142349	Male.No	#7CAE00
#F8766D	0.14089922352948	0.175520438870246	Female.No	#F8766D
#7CAE00	0.729701349681074	0.331861713985828	Male.No	#7CAE00
#F8766D	0.137637211263857	0.174635656262663	Female.No	#F8766D
#7CAE00	0.893820596096868	0.141404128887437	Male.No	#7CAE00
#F8766D	0.440862874585119	0.395347299392928	Female.No	#F8766D
#7CAE00	0.594808241437105	0.392835024405609	Male.No	#7CAE00
#7CAE00	0.661526853134009	0.203018880195238	Male.No	#7CAE00
#F8766D	0.198405985127796	0.143809725361114	Female.No	#F8766D
#F8766D	0.441730689342049	0.414558194154365	Female.No	#F8766D
#7CAE00	0.590022036128423	0.163045317696577	Male.No	#7CAE00
#7CAE00	0.787714083509689	0.159080564213747	Male.No	#7CAE00
#7CAE00	0.571105123243549	0.43851087200032	Male.No	#7CAE00
#7CAE00	0.552371524528346	0.375589122995734	Male.No	#7CAE00
#7CAE00	0.550982305526056	0.23330391426994	Male.No	#7CAE00
#7CAE00	0.779935648410835	0.338702300986783	Male.No	#7CAE00
#F8766D	0.207421676255763	0.356684339148077	Female.No	#F8766D
#7CAE00	0.563716029917652	0.243538708510724	Male.No	#7CAE00
#7CAE00	0.908719741062007	0.188946195370094	Male.No	#7CAE00
#F8766D	0.101123155856674	0.268268585967069	Female.No	#F8766D
#F8766D	0.145027027888731	0.164286536926573	Female.No	#F8766D
#7CAE00	0.871418507939035	0.29857935460115	Male.No	#7CAE00
#7CAE00	0.762924670157108	0.310219936919483	Male.No	#7CAE00
#7CAE00	0.838949610140513	0.257846344008364	Male.No	#7CAE00
#F8766D	0.146469618363137	0.290886316109787	Female.No	#F8766D
#7CAE00	0.568189086477188	0.242227019826797	Male.No	#7CAE00
#7CAE00	0.830192335203967	0.374232787638903	Male.No	#7CAE00
#7CAE00	0.570379069836979	0.445575993762098	Male.No	#7CAE00
#7CAE00	0.789916139688681	0.253250513649122	Male.No	#7CAE00
